"State","Year","Overweight Adults (%)"
"MN",2016,38.1
"SC",2016,38.1
"PA",2016,38.1
"WI",2016,38.1
"IA",2016,38.1
"FL",2016,38.1
"TN",2021,38.1
"HI",2021,38.1
"RI",2021,38.1
"HI",2021,38.1
"VA",2021,38.1
"RI",2021,38.1
"NJ",2021,38.1
"OH",2021,38.1
"HI",2021,38.1
"MA",2022,38.1
"MT",2022,38.1
"OK",2022,38.1
"OR",2022,38.1
"PA",2016,38.2
"WI",2018,38.2
"NY",2018,38.2
"NV",2018,38.2
"CO",2018,38.2
"WI",2018,38.2
"CA",2018,38.2
"SD",2013,38.2
"IL",2018,38.2
"AZ",2018,38.2
"NV",2020,38.2
"ND",2020,38.2
"PA",2020,38.2
"LA",2016,38.2
"NJ",2020,38.2
"MO",2020,38.2
"WY",2020,38.2
"MA",2020,38.2
"IA",2017,38.2
"NM",2017,38.2
"CO",2017,38.2
"WA",2017,38.2
"MO",2012,38.2
"KS",2013,38.2
"OR",2011,38.2
"KY",2012,38.2
"CA",2011,38.2
"IL",2017,38.2
"TN",2017,38.2
"UT",2017,38.2
"GA",2015,38.2
"VA",2017,38.2
"OH",2011,38.2
"TN",2013,38.2
"OK",2017,38.2
"CA",2011,38.2
"AZ",2015,38.2
"OR",2017,38.2
"WY",2019,38.2
"TX",2019,38.2
"VT",2015,38.2
"MT",2019,38.2
"TX",2019,38.2
"AZ",2015,38.2
"NC",2013,38.2
"UT",2013,38.2
"WY",2019,38.2
"NC",2019,38.2
"ID",2019,38.2
"FL",2011,38.2
"AK",2013,38.2
"ID",2015,38.2
"DE",2014,38.2
"IN",2014,38.2
"MD",2012,38.2
"WA",2015,38.2
"KY",2013,38.2
"MI",2014,38.2
"NY",2013,38.2
"VT",2013,38.2
"NH",2013,38.2
"WA",2013,38.2
"GA",2011,38.2
"IA",2015,38.2
"MD",2013,38.2
"MS",2012,38.2
"KS",2011,38.2
"MA",2012,38.2
"NC",2014,38.2
"UT",2011,38.2
"PA",2012,38.2
"IA",2014,38.2
"ND",2012,38.2
"WI",2014,38.2
"WY",2012,38.2
"SD",2011,38.2
"CA",2014,38.2
"NE",2012,38.2
"IA",2011,38.2
"AZ",2014,38.2
"ID",2013,38.2
"NM",2014,38.2
"OH",2013,38.2
"NY",2011,38.2
"CT",2013,38.2
"KS",2013,38.2
"PA",2012,38.2
"ND",2011,38.2
"UT",2016,38.2
"TX",2016,38.2
"AL",2016,38.2
"MS",2016,38.2
"GA",2016,38.2
"IA",2016,38.2
"ME",2016,38.2
"CA",2016,38.2
"MI",2016,38.2
"CT",2016,38.2
"ID",2016,38.2
"WI",2016,38.2
"NV",2021,38.2
"CA",2021,38.2
"ME",2021,38.2
"ID",2021,38.2
"DE",2021,38.2
"CT",2021,38.2
"NM",2021,38.2
"VA",2021,38.2
"TX",2021,38.2
"SC",2021,38.2
"MI",2021,38.2
"NJ",2021,38.2
"AK",2022,38.2
"CO",2022,38.2
"ID",2022,38.2
"MD",2022,38.2
"MD",2022,38.2
"NH",2022,38.2
"NJ",2022,38.2
"SC",2022,38.2
"SD",2022,38.2
"MN",2018,38.3
"NE",2018,38.3
"ID",2018,38.3
"NV",2018,38.3
"VT",2018,38.3
"TX",2018,38.3
"WA",2018,38.3
"SD",2018,38.3
"CA",2020,38.3
"NE",2020,38.3
"SC",2017,38.3
"KY",2017,38.3
"CA",2014,38.3
"ME",2011,38.3
"NM",2014,38.3
"NE",2012,38.3
"CA",2015,38.3
"AK",2013,38.3
"MO",2012,38.3
"VA",2017,38.3
"NE",2011,38.3
"FL",2011,38.3
"TN",2017,38.3
"NY",2017,38.3
"OK",2011,38.3
"MA",2017,38.3
"WY",2017,38.3
"NV",2015,38.3
"LA",2013,38.3
"VT",2015,38.3
"NV",2011,38.3
"MT",2019,38.3
"NE",2013,38.3
"FL",2019,38.3
"MI",2019,38.3
"TN",2011,38.3
"NJ",2015,38.3
"MN",2019,38.3
"AL",2019,38.3
"VA",2015,38.3
"MI",2019,38.3
"MT",2015,38.3
"AK",2019,38.3
"MN",2015,38.3
"TX",2014,38.3
"ME",2014,38.3
"ID",2011,38.3
"ND",2013,38.3
"VT",2012,38.3
"OH",2011,38.3
"MT",2011,38.3
"NE",2012,38.3
"CO",2014,38.3
"CO",2011,38.3
"AR",2011,38.3
"MN",2011,38.3
"VA",2013,38.3
"NH",2011,38.3
"MT",2015,38.3
"WI",2011,38.3
"MD",2013,38.3
"VT",2012,38.3
"KS",2014,38.3
"WA",2014,38.3
"CA",2013,38.3
"NV",2012,38.3
"AL",2015,38.3
"LA",2011,38.3
"KS",2015,38.3
"MS",2014,38.3
"PA",2015,38.3
"ME",2011,38.3
"WI",2014,38.3
"ME",2011,38.3
"CT",2012,38.3
"NE",2015,38.3
"NH",2014,38.3
"MN",2015,38.3
"WI",2014,38.3
"RI",2015,38.3
"WY",2016,38.3
"WI",2016,38.3
"AK",2016,38.3
"SC",2016,38.3
"OR",2016,38.3
"NM",2016,38.3
"NH",2016,38.3
"VA",2021,38.3
"MS",2021,38.3
"KS",2021,38.3
"ID",2021,38.3
"CT",2022,38.3
"FL",2022,38.3
"IA",2022,38.3
"NJ",2022,38.3
"PA",2022,38.3
"WV",2022,38.3
"ID",2016,38.4
"WY",2016,38.4
"CA",2018,38.4
"AZ",2017,38.4
"CT",2016,38.4
"TX",2018,38.4
"DE",2018,38.4
"NV",2018,38.4
"MI",2018,38.4
"RI",2018,38.4
"ID",2018,38.4
"TX",2016,38.4
"IA",2018,38.4
"MI",2018,38.4
"MA",2018,38.4
"AZ",2020,38.4
"NC",2020,38.4
"NM",2020,38.4
"SC",2020,38.4
"DE",2020,38.4
"NE",2020,38.4
"NJ",2020,38.4
"MA",2020,38.4
"WA",2020,38.4
"VA",2020,38.4
"NV",2020,38.4
"AK",2020,38.4
"SD",2020,38.4
"OH",2020,38.4
"CT",2017,38.4
"RI",2017,38.4
"CO",2017,38.4
"NM",2017,38.4
"WI",2017,38.4
"OH",2017,38.4
"NH",2017,38.4
"NV",2017,38.4
"OH",2011,38.4
"OH",2012,38.4
"ND",2012,38.4
"UT",2012,38.4
"NY",2013,38.4
"UT",2014,38.4
"AK",2015,38.4
"NE",2014,38.4
"GA",2013,38.4
"KS",2015,38.4
"PA",2011,38.4
"RI",2015,38.4
"ND",2017,38.4
"IL",2017,38.4
"VA",2012,38.4
"GA",2017,38.4
"ID",2017,38.4
"MN",2015,38.4
"RI",2013,38.4
"AZ",2011,38.4
"WI",2019,38.4
"AK",2019,38.4
"NV",2019,38.4
"NH",2019,38.4
"PA",2015,38.4
"CA",2012,38.4
"ID",2012,38.4
"MN",2019,38.4
"NC",2019,38.4
"AL",2019,38.4
"NH",2014,38.4
"MI",2019,38.4
"WY",2019,38.4
"WI",2012,38.4
"GA",2019,38.4
"MO",2013,38.4
"ME",2015,38.4
"TX",2019,38.4
"NE",2012,38.4
"DE",2013,38.4
"NM",2011,38.4
"NJ",2013,38.4
"TX",2014,38.4
"AZ",2015,38.4
"FL",2013,38.4
"KS",2011,38.4
"NM",2012,38.4
"OR",2012,38.4
"OH",2015,38.4
"NJ",2011,38.4
"MT",2015,38.4
"FL",2015,38.4
"AL",2013,38.4
"NH",2015,38.4
"MD",2014,38.4
"IN",2014,38.4
"IL",2014,38.4
"MD",2015,38.4
"IA",2015,38.4
"IA",2011,38.4
"GA",2013,38.4
"NV",2013,38.4
"VA",2014,38.4
"CA",2013,38.4
"NY",2011,38.4
"NJ",2013,38.4
"OR",2014,38.4
"ID",2013,38.4
"CA",2011,38.4
"DE",2014,38.4
"NH",2011,38.4
"MD",2013,38.4
"MT",2013,38.4
"VA",2012,38.4
"NJ",2015,38.4
"NH",2012,38.4
"CT",2013,38.4
"FL",2012,38.4
"MN",2011,38.4
"MN",2016,38.4
"WI",2016,38.4
"CO",2016,38.4
"KS",2022,38.4
"TX",2016,38.4
"ND",2021,38.4
"NE",2021,38.4
"IN",2021,38.4
"AL",2022,38.4
"CO",2022,38.4
"NY",2022,38.4
"RI",2022,38.4
"DE",2016,38.5
"VA",2018,38.5
"WA",2018,38.5
"NM",2018,38.5
"CT",2018,38.5
"IL",2018,38.5
"MI",2018,38.5
"NV",2018,38.5
"AK",2020,38.5
"VA",2020,38.5
"ND",2020,38.5
"MN",2020,38.5
"GA",2020,38.5
"UT",2020,38.5
"WA",2020,38.5
"VA",2020,38.5
"ME",2020,38.5
"WI",2020,38.5
"WI",2020,38.5
"KY",2020,38.5
"AL",2017,38.5
"PA",2017,38.5
"HI",2017,38.5
"OH",2017,38.5
"ND",2011,38.5
"HI",2012,38.5
"MA",2013,38.5
"CA",2012,38.5
"RI",2015,38.5
"AL",2012,38.5
"NH",2012,38.5
"TX",2015,38.5
"VA",2013,38.5
"NJ",2011,38.5
"IA",2011,38.5
"TX",2017,38.5
"PA",2012,38.5
"NM",2019,38.5
"WY",2019,38.5
"MO",2019,38.5
"OK",2019,38.5
"SD",2012,38.5
"MD",2019,38.5
"NM",2019,38.5
"CA",2019,38.5
"CT",2012,38.5
"MN",2012,38.5
"MN",2015,38.5
"ND",2019,38.5
"DE",2015,38.5
"ME",2014,38.5
"WA",2019,38.5
"ND",2019,38.5
"WY",2019,38.5
"ID",2019,38.5
"CT",2014,38.5
"ND",2012,38.5
"DE",2015,38.5
"WV",2012,38.5
"IL",2013,38.5
"NM",2011,38.5
"NH",2015,38.5
"ME",2012,38.5
"IL",2011,38.5
"GA",2015,38.5
"AK",2011,38.5
"NJ",2015,38.5
"NJ",2014,38.5
"GA",2015,38.5
"TX",2013,38.5
"VA",2011,38.5
"OK",2013,38.5
"ND",2014,38.5
"MT",2012,38.5
"MD",2013,38.5
"CT",2014,38.5
"RI",2015,38.5
"FL",2013,38.5
"VA",2015,38.5
"IA",2014,38.5
"OK",2011,38.5
"AL",2011,38.5
"KS",2016,38.5
"SD",2016,38.5
"KS",2016,38.5
"MT",2016,38.5
"OH",2016,38.5
"MN",2016,38.5
"CA",2021,38.5
"ID",2021,38.5
"MI",2021,38.5
"AZ",2021,38.5
"ME",2022,38.5
"UT",2022,38.5
"MI",2016,38.6
"AL",2018,38.6
"VA",2018,38.6
"ND",2018,38.6
"HI",2018,38.6
"NV",2018,38.6
"IA",2018,38.6
"OK",2018,38.6
"WA",2018,38.6
"MA",2020,38.6
"GA",2020,38.6
"UT",2020,38.6
"ID",2020,38.6
"MD",2020,38.6
"UT",2020,38.6
"NY",2020,38.6
"OR",2020,38.6
"MN",2020,38.6
"ID",2020,38.6
"ID",2017,38.6
"VA",2017,38.6
"PA",2012,38.6
"OR",2013,38.6
"RI",2013,38.6
"MS",2011,38.6
"MT",2014,38.6
"OH",2017,38.6
"CO",2011,38.6
"NJ",2011,38.6
"IL",2017,38.6
"MN",2011,38.6
"IL",2015,38.6
"PA",2017,38.6
"CT",2012,38.6
"WA",2017,38.6
"ME",2012,38.6
"ID",2019,38.6
"CT",2014,38.6
"AZ",2019,38.6
"AL",2013,38.6
"NM",2012,38.6
"KS",2012,38.6
"PA",2019,38.6
"SD",2013,38.6
"WY",2015,38.6
"NV",2019,38.6
"OH",2019,38.6
"ND",2019,38.6
"NV",2011,38.6
"IN",2019,38.6
"FL",2013,38.6
"ID",2011,38.6
"AZ",2014,38.6
"CO",2011,38.6
"WI",2012,38.6
"KS",2011,38.6
"VT",2014,38.6
"GA",2015,38.6
"IA",2014,38.6
"CT",2012,38.6
"AZ",2011,38.6
"UT",2015,38.6
"NM",2013,38.6
"NE",2011,38.6
"PA",2013,38.6
"ME",2015,38.6
"NV",2013,38.6
"MD",2016,38.6
"TX",2016,38.6
"GA",2016,38.6
"NJ",2016,38.6
"WA",2016,38.6
"NE",2016,38.6
"OK",2016,38.6
"RI",2016,38.6
"AZ",2016,38.6
"NJ",2016,38.6
"AZ",2021,38.6
"NM",2021,38.6
"UT",2021,38.6
"IL",2021,38.6
"DE",2022,38.6
"NJ",2022,38.6
"IL",2018,38.7
"OK",2018,38.7
"GA",2018,38.7
"WA",2018,38.7
"NC",2018,38.7
"MS",2018,38.7
"AK",2018,38.7
"AZ",2018,38.7
"KS",2018,38.7
"CT",2016,38.7
"NY",2020,38.7
"NH",2016,38.7
"ID",2017,38.7
"NE",2017,38.7
"KS",2017,38.7
"IN",2017,38.7
"VA",2017,38.7
"DE",2017,38.7
"MS",2017,38.7
"ID",2017,38.7
"PA",2011,38.7
"WV",2015,38.7
"MD",2012,38.7
"ND",2015,38.7
"ME",2015,38.7
"ID",2015,38.7
"CA",2013,38.7
"TN",2011,38.7
"NY",2012,38.7
"OH",2014,38.7
"WY",2015,38.7
"LA",2012,38.7
"WY",2013,38.7
"WV",2013,38.7
"NM",2011,38.7
"IL",2015,38.7
"TX",2014,38.7
"WY",2013,38.7
"ID",2012,38.7
"SD",2017,38.7
"NC",2011,38.7
"KS",2017,38.7
"RI",2017,38.7
"AK",2014,38.7
"AK",2019,38.7
"FL",2019,38.7
"PA",2019,38.7
"FL",2019,38.7
"PA",2013,38.7
"MT",2011,38.7
"RI",2019,38.7
"CT",2019,38.7
"MA",2019,38.7
"MN",2019,38.7
"CA",2019,38.7
"OK",2014,38.7
"IA",2019,38.7
"LA",2019,38.7
"WI",2011,38.7
"WV",2015,38.7
"WV",2013,38.7
"VT",2014,38.7
"NV",2011,38.7
"AZ",2014,38.7
"NH",2014,38.7
"MN",2013,38.7
"RI",2011,38.7
"WY",2011,38.7
"NV",2011,38.7
"TN",2012,38.7
"ND",2014,38.7
"NY",2012,38.7
"NV",2014,38.7
"WI",2012,38.7
"DE",2013,38.7
"AK",2013,38.7
"NE",2013,38.7
"PA",2015,38.7
"KY",2011,38.7
"PA",2012,38.7
"WY",2012,38.7
"AK",2011,38.7
"NH",2013,38.7
"OH",2016,38.7
"AK",2016,38.7
"WA",2016,38.7
"GA",2016,38.7
"NJ",2021,38.7
"OR",2021,38.7
"SD",2021,38.7
"MA",2021,38.7
"CA",2021,38.7
"AK",2022,38.7
"CA",2022,38.7
"ME",2022,38.7
"MN",2022,38.7
"MO",2022,38.7
"LA",2018,38.8
"WI",2018,38.8
"LA",2018,38.8
"CA",2018,38.8
"AK",2018,38.8
"MS",2018,38.8
"WA",2018,38.8
"CO",2018,38.8
"NM",2018,38.8
"AL",2018,38.8
"IA",2020,38.8
"TN",2016,38.8
"MA",2020,38.8
"NC",2020,38.8
"MO",2017,38.8
"WY",2017,38.8
"ID",2017,38.8
"WY",2014,38.8
"TN",2013,38.8
"UT",2015,38.8
"NJ",2012,38.8
"LA",2014,38.8
"MT",2013,38.8
"RI",2015,38.8
"OK",2011,38.8
"AK",2013,38.8
"WY",2012,38.8
"WY",2012,38.8
"WI",2017,38.8
"IL",2017,38.8
"RI",2012,38.8
"MN",2017,38.8
"CO",2015,38.8
"CO",2012,38.8
"AZ",2014,38.8
"NJ",2013,38.8
"LA",2011,38.8
"MN",2011,38.8
"DE",2012,38.8
"ME",2019,38.8
"NM",2015,38.8
"MT",2019,38.8
"LA",2019,38.8
"KS",2013,38.8
"ID",2019,38.8
"OK",2019,38.8
"SD",2019,38.8
"CA",2014,38.8
"AZ",2019,38.8
"FL",2019,38.8
"IL",2015,38.8
"GA",2015,38.8
"RI",2014,38.8
"WY",2015,38.8
"KY",2011,38.8
"NY",2013,38.8
"MA",2015,38.8
"MO",2012,38.8
"AR",2012,38.8
"IL",2015,38.8
"KY",2013,38.8
"MN",2014,38.8
"OK",2014,38.8
"FL",2013,38.8
"ID",2013,38.8
"NJ",2015,38.8
"NE",2011,38.8
"UT",2015,38.8
"DE",2013,38.8
"UT",2012,38.8
"IN",2011,38.8
"CO",2015,38.8
"ID",2014,38.8
"OK",2012,38.8
"CO",2014,38.8
"NC",2013,38.8
"AZ",2015,38.8
"DE",2014,38.8
"MT",2012,38.8
"NJ",2011,38.8
"MA",2014,38.8
"OR",2012,38.8
"NY",2016,38.8
"IL",2016,38.8
"WY",2016,38.8
"DE",2016,38.8
"MN",2016,38.8
"NE",2021,38.8
"CO",2021,38.8
"ND",2021,38.8
"MN",2021,38.8
"WI",2021,38.8
"WY",2021,38.8
"WY",2021,38.8
"IA",2021,38.8
"FL",2022,38.8
"ME",2022,38.8
"MT",2022,38.8
"NJ",2022,38.8
"RI",2022,38.8
"UT",2022,38.8
"VT",2022,38.8
"CO",2016,38.9
"PA",2018,38.9
"FL",2018,38.9
"NH",2018,38.9
"MA",2018,38.9
"OH",2018,38.9
"ID",2018,38.9
"VA",2014,38.9
"CA",2018,38.9
"VA",2018,38.9
"AR",2018,38.9
"UT",2018,38.9
"NY",2020,38.9
"WI",2020,38.9
"WA",2020,38.9
"NC",2020,38.9
"WY",2020,38.9
"NE",2020,38.9
"NC",2020,38.9
"AL",2020,38.9
"WY",2017,38.9
"IN",2017,38.9
"AR",2017,38.9
"MS",2017,38.9
"ID",2017,38.9
"OK",2017,38.9
"SC",2017,38.9
"UT",2017,38.9
"OK",2017,38.9
"VA",2012,38.9
"AL",2011,38.9
"AK",2011,38.9
"IN",2011,38.9
"CT",2015,38.9
"AK",2012,38.9
"MI",2012,38.9
"MD",2011,38.9
"IA",2014,38.9
"CT",2013,38.9
"CO",2012,38.9
"ME",2015,38.9
"WV",2011,38.9
"MS",2012,38.9
"WI",2012,38.9
"NV",2015,38.9
"AK",2011,38.9
"CT",2013,38.9
"CO",2011,38.9
"NV",2014,38.9
"MN",2019,38.9
"MS",2013,38.9
"UT",2011,38.9
"NH",2014,38.9
"CO",2019,38.9
"KY",2019,38.9
"PA",2015,38.9
"VA",2014,38.9
"IA",2015,38.9
"CA",2019,38.9
"ME",2014,38.9
"FL",2019,38.9
"NY",2011,38.9
"OK",2019,38.9
"DE",2015,38.9
"AL",2013,38.9
"TX",2015,38.9
"IA",2011,38.9
"GA",2011,38.9
"LA",2013,38.9
"CT",2015,38.9
"AK",2011,38.9
"KS",2011,38.9
"MT",2015,38.9
"WY",2012,38.9
"TX",2013,38.9
"NY",2011,38.9
"NM",2012,38.9
"CA",2011,38.9
"OR",2015,38.9
"SD",2012,38.9
"NH",2014,38.9
"WV",2012,38.9
"FL",2011,38.9
"NY",2011,38.9
"AZ",2012,38.9
"IA",2011,38.9
"RI",2015,38.9
"MO",2012,38.9
"MO",2015,38.9
"UT",2015,38.9
"NJ",2014,38.9
"IA",2016,38.9
"CA",2016,38.9
"IN",2016,38.9
"TX",2016,38.9
"TX",2016,38.9
"MS",2016,38.9
"ID",2021,38.9
"AK",2021,38.9
"IN",2021,38.9
"ND",2021,38.9
"AZ",2022,38.9
"CT",2022,38.9
"ID",2022,38.9
"NC",2022,38.9
"ND",2022,38.9
"NH",2022,38.9
"PA",2020,39
"PA",2018,39
"CO",2018,39
"OR",2018,39
"AR",2018,39
"NY",2018,39
"AZ",2018,39
"NY",2018,39
"AR",2020,39
"NY",2020,39
"RI",2020,39
"IL",2020,39
"MA",2014,39
"VA",2017,39
"TX",2017,39
"VA",2017,39
"MN",2017,39
"NV",2017,39
"MT",2017,39
"MD",2017,39
"NJ",2011,39
"KS",2012,39
"HI",2014,39
"OH",2014,39
"MI",2015,39
"NJ",2012,39
"WY",2014,39
"TN",2012,39
"TX",2017,39
"GA",2017,39
"MI",2017,39
"GA",2011,39
"AR",2014,39
"NM",2015,39
"DE",2015,39
"OR",2019,39
"TX",2015,39
"AL",2019,39
"UT",2019,39
"LA",2019,39
"IA",2019,39
"MT",2019,39
"DE",2019,39
"KS",2012,39
"FL",2014,39
"AL",2011,39
"AZ",2013,39
"AZ",2011,39
"AZ",2015,39
"NC",2019,39
"WV",2011,39
"NM",2013,39
"OK",2014,39
"SD",2012,39
"MT",2015,39
"AL",2014,39
"NV",2013,39
"ND",2015,39
"PA",2014,39
"NY",2013,39
"OR",2011,39
"CO",2015,39
"MN",2012,39
"MD",2011,39
"NM",2013,39
"KY",2015,39
"CA",2012,39
"AL",2011,39
"CT",2012,39
"WI",2014,39
"NJ",2014,39
"CA",2011,39
"SD",2012,39
"MI",2016,39
"NE",2016,39
"SD",2016,39
"AK",2016,39
"NE",2016,39
"IA",2016,39
"LA",2016,39
"RI",2021,39
"NH",2021,39
"KY",2021,39
"ME",2021,39
"MI",2021,39
"NV",2021,39
"MA",2021,39
"AK",2022,39
"IA",2022,39
"MT",2022,39
"NJ",2022,39
"NM",2022,39
"RI",2022,39
"TN",2022,39
"VT",2022,39
"HI",2018,39.1
"TX",2018,39.1
"FL",2018,39.1
"NE",2018,39.1
"CT",2018,39.1
"NY",2018,39.1
"CT",2018,39.1
"RI",2018,39.1
"AK",2020,39.1
"MS",2020,39.1
"IA",2017,39.1
"CA",2015,39.1
"CT",2014,39.1
"HI",2013,39.1
"CA",2015,39.1
"ME",2015,39.1
"MD",2015,39.1
"WY",2013,39.1
"OK",2013,39.1
"CT",2012,39.1
"CT",2011,39.1
"NH",2017,39.1
"VA",2014,39.1
"PA",2014,39.1
"WI",2013,39.1
"MD",2011,39.1
"IN",2012,39.1
"NH",2012,39.1
"IL",2019,39.1
"AR",2013,39.1
"DE",2012,39.1
"OR",2019,39.1
"AZ",2019,39.1
"AR",2012,39.1
"CO",2019,39.1
"MS",2012,39.1
"FL",2019,39.1
"FL",2019,39.1
"NJ",2012,39.1
"MO",2012,39.1
"AK",2013,39.1
"CO",2015,39.1
"IN",2011,39.1
"CO",2015,39.1
"KY",2011,39.1
"MO",2011,39.1
"AK",2012,39.1
"MN",2012,39.1
"NH",2015,39.1
"VT",2013,39.1
"IL",2014,39.1
"ME",2015,39.1
"NM",2013,39.1
"WA",2012,39.1
"DE",2014,39.1
"MN",2011,39.1
"TX",2011,39.1
"MA",2011,39.1
"VT",2015,39.1
"SD",2015,39.1
"IN",2014,39.1
"KS",2012,39.1
"GA",2012,39.1
"NE",2011,39.1
"CO",2013,39.1
"MD",2013,39.1
"NC",2014,39.1
"CO",2015,39.1
"IA",2011,39.1
"SC",2013,39.1
"AR",2012,39.1
"MO",2011,39.1
"SC",2016,39.1
"MI",2016,39.1
"ID",2016,39.1
"AR",2016,39.1
"GA",2016,39.1
"RI",2016,39.1
"AZ",2016,39.1
"NV",2016,39.1
"NM",2021,39.1
"PA",2021,39.1
"AZ",2021,39.1
"IL",2021,39.1
"MI",2021,39.1
"NM",2021,39.1
"CA",2022,39.1
"MD",2022,39.1
"NH",2022,39.1
"NV",2022,39.1
"SD",2022,39.1
"VA",2022,39.1
"PA",2017,39.2
"CA",2018,39.2
"VA",2018,39.2
"AR",2018,39.2
"SD",2018,39.2
"CA",2018,39.2
"MT",2020,39.2
"CO",2016,39.2
"MA",2020,39.2
"AZ",2020,39.2
"CO",2020,39.2
"NV",2017,39.2
"AZ",2017,39.2
"ID",2017,39.2
"UT",2017,39.2
"CA",2017,39.2
"RI",2017,39.2
"KS",2017,39.2
"OK",2012,39.2
"CT",2011,39.2
"WV",2011,39.2
"CA",2015,39.2
"MI",2015,39.2
"WI",2014,39.2
"KY",2013,39.2
"MD",2013,39.2
"MS",2015,39.2
"DE",2012,39.2
"ND",2015,39.2
"WY",2017,39.2
"LA",2012,39.2
"MN",2014,39.2
"VA",2013,39.2
"NH",2019,39.2
"KS",2019,39.2
"MA",2019,39.2
"SC",2019,39.2
"VA",2013,39.2
"ME",2019,39.2
"CO",2019,39.2
"TX",2012,39.2
"OR",2013,39.2
"CO",2019,39.2
"MA",2011,39.2
"MO",2015,39.2
"KS",2012,39.2
"DE",2015,39.2
"VA",2013,39.2
"WA",2014,39.2
"ND",2015,39.2
"MS",2011,39.2
"NE",2013,39.2
"MN",2011,39.2
"IL",2011,39.2
"WA",2012,39.2
"MA",2012,39.2
"IL",2011,39.2
"NM",2014,39.2
"AR",2015,39.2
"UT",2014,39.2
"CT",2015,39.2
"IN",2013,39.2
"DE",2015,39.2
"IL",2011,39.2
"VT",2012,39.2
"RI",2013,39.2
"OR",2015,39.2
"OH",2011,39.2
"AL",2016,39.2
"CA",2016,39.2
"NV",2016,39.2
"NC",2016,39.2
"MO",2016,39.2
"NM",2016,39.2
"NM",2016,39.2
"KY",2016,39.2
"SC",2021,39.2
"AK",2021,39.2
"OR",2021,39.2
"CO",2022,39.2
"NV",2022,39.2
"NY",2022,39.2
"UT",2022,39.2
"WA",2022,39.2
"WI",2022,39.2
"WV",2022,39.2
"WY",2018,39.3
"MN",2018,39.3
"MD",2018,39.3
"MS",2018,39.3
"CO",2018,39.3
"NJ",2018,39.3
"MT",2018,39.3
"NC",2020,39.3
"WA",2020,39.3
"OR",2020,39.3
"CO",2020,39.3
"NY",2020,39.3
"VA",2016,39.3
"OH",2020,39.3
"RI",2017,39.3
"NM",2017,39.3
"ME",2017,39.3
"UT",2017,39.3
"MT",2017,39.3
"KY",2014,39.3
"LA",2011,39.3
"CO",2015,39.3
"RI",2012,39.3
"AR",2011,39.3
"UT",2013,39.3
"MN",2011,39.3
"OH",2011,39.3
"MS",2012,39.3
"MO",2013,39.3
"SC",2015,39.3
"SD",2011,39.3
"WY",2017,39.3
"NV",2015,39.3
"NV",2017,39.3
"NY",2017,39.3
"AR",2017,39.3
"GA",2012,39.3
"MN",2011,39.3
"CA",2013,39.3
"GA",2013,39.3
"NH",2019,39.3
"OH",2019,39.3
"NM",2012,39.3
"RI",2019,39.3
"OK",2012,39.3
"IN",2015,39.3
"NJ",2014,39.3
"HI",2019,39.3
"CA",2013,39.3
"OR",2019,39.3
"WV",2014,39.3
"MN",2013,39.3
"SD",2013,39.3
"MS",2011,39.3
"ND",2013,39.3
"CT",2012,39.3
"CA",2013,39.3
"WI",2014,39.3
"MT",2013,39.3
"TX",2012,39.3
"WI",2011,39.3
"NJ",2012,39.3
"CO",2014,39.3
"TX",2011,39.3
"NV",2014,39.3
"IL",2013,39.3
"MN",2015,39.3
"AR",2014,39.3
"NC",2012,39.3
"NJ",2012,39.3
"NJ",2012,39.3
"GA",2014,39.3
"AZ",2011,39.3
"CA",2013,39.3
"AK",2013,39.3
"RI",2016,39.3
"OK",2016,39.3
"NH",2016,39.3
"OK",2016,39.3
"UT",2016,39.3
"WY",2016,39.3
"MT",2016,39.3
"NM",2021,39.3
"MA",2021,39.3
"KY",2022,39.3
"ND",2022,39.3
"NE",2022,39.3
"NJ",2022,39.3
"NM",2022,39.3
"OR",2022,39.3
"OR",2018,39.4
"MT",2018,39.4
"DE",2018,39.4
"OK",2018,39.4
"SD",2018,39.4
"MN",2018,39.4
"NH",2018,39.4
"NE",2018,39.4
"NM",2018,39.4
"SD",2020,39.4
"AZ",2016,39.4
"WV",2020,39.4
"WI",2020,39.4
"CA",2020,39.4
"CO",2020,39.4
"MN",2020,39.4
"KS",2020,39.4
"NH",2020,39.4
"CT",2020,39.4
"WA",2020,39.4
"SC",2017,39.4
"MI",2017,39.4
"WI",2017,39.4
"NH",2017,39.4
"ME",2017,39.4
"RI",2012,39.4
"MO",2011,39.4
"CO",2012,39.4
"NC",2013,39.4
"CA",2012,39.4
"MO",2013,39.4
"MA",2011,39.4
"SC",2012,39.4
"CA",2014,39.4
"AZ",2013,39.4
"MS",2013,39.4
"NY",2011,39.4
"NE",2017,39.4
"LA",2017,39.4
"MN",2017,39.4
"MI",2017,39.4
"DE",2017,39.4
"GA",2017,39.4
"FL",2019,39.4
"DE",2011,39.4
"LA",2012,39.4
"OH",2011,39.4
"VA",2019,39.4
"WY",2012,39.4
"MA",2019,39.4
"UT",2011,39.4
"LA",2019,39.4
"KS",2015,39.4
"MS",2012,39.4
"LA",2014,39.4
"OH",2019,39.4
"NC",2012,39.4
"NM",2012,39.4
"MS",2011,39.4
"AR",2011,39.4
"ID",2014,39.4
"NC",2015,39.4
"AZ",2013,39.4
"AR",2013,39.4
"DE",2013,39.4
"ID",2015,39.4
"WY",2012,39.4
"RI",2013,39.4
"GA",2016,39.4
"WY",2016,39.4
"CA",2016,39.4
